Wavelength (nm),absorption coefficient,relative refractive index
770.0,0.028234,1.32664278212
771.0,0.0281410983315,1.32661623651
772.0,0.027998,1.32658991379
773.0,0.027799,1.32656364906
774.0,0.027763,1.32653727743
775.0,0.027565,1.32651064075
776.0,0.027529,1.32648373944
777.0,0.0274375264983,1.32645673446
778.0,0.027297,1.32642979393
779.0,0.027101,1.32640308596
780.0,0.026905,1.32637677618
781.0,0.026549,1.32635088313
782.0,0.0264255438578,1.32632528299
783.0,0.02632,1.3262998615
784.0,0.026127,1.3262745044
785.0,0.025933,1.32624909743
786.0,0.02558,1.32622361219
787.0,0.025229,1.326198162
788.0,0.0251169265303,1.32617273089
789.0,0.025005,1.32614729813
790.0,0.024656,1.326121843
791.0,0.024465,1.3260963402
792.0,0.024117,1.3260707373
793.0,0.0239123318711,1.32604512052
794.0,0.02374,1.32601961272
795.0,0.023552,1.32599426611
796.0,0.023365,1.32596896392
797.0,0.023178,1.32594374459
798.0,0.0230072622991,1.3259186585
799.0,0.022805,1.32589375599
800.0,0.022462,1.32586909043
801.0,0.022434,1.32584476533
802.0,0.022352261638,1.32582070749
803.0,0.022222,1.32579677505
804.0,0.022038,1.32577282617
805.0,0.022011,1.32574871898
806.0,0.0219897175806,1.32572432812
807.0,0.021956,1.32569971007
808.0,0.021773,1.3256750281
809.0,0.021902,1.32565044635
810.0,0.021875,1.3256259801
811.0,0.0219065251479,1.32560151485
812.0,0.021976,1.3255771102
813.0,0.022103,1.32555282745
814.0,0.02223,1.32552872788
815.0,0.0223431602564,1.32550487966
816.0,0.022484,1.32548139116
817.0,0.022764,1.32545816091
818.0,0.023043,1.32543503221
819.0,0.0231580404517,1.32541184837
820.0,0.023294,1.32538845269
821.0,0.023878,1.32536466739
822.0,0.02446,1.32534047938
823.0,0.0247853271264,1.32531624787
824.0,0.025163,1.32529235579
825.0,0.026199,1.32526899675
826.0,0.027689,1.32524597198
827.0,0.0283897981252,1.32522315467
828.0,0.029139,1.32520041949
829.0,0.031075,1.32517764109
830.0,0.032043077087,1.32515469463
831.0,0.032966,1.32513155304
832.0,0.034588,1.32510830761
833.0,0.036055,1.32508503829
834.0,0.0365716234014,1.32506182503
835.0,0.037022,1.32503874779
836.0,0.037879,1.32501588926
837.0,0.0382279910519,1.32499328149
838.0,0.038539,1.3249708001
839.0,0.039092,1.3249483011
840.0,0.039494,1.32492565457
841.0,0.0397456738088,1.32490287811
842.0,0.039997,1.324880039
843.0,0.040397,1.32485719904
844.0,0.0405726701803,1.32483442001
845.0,0.040748,1.32481176372
846.0,0.041145,1.32478925648
847.0,0.04131234937,1.32476684299
848.0,0.041493,1.32474454926
849.0,0.042036,1.32472240734
850.0,0.041986,1.32470049373
851.0,0.042232,1.32467884229
852.0,0.042488634586,1.32465732271
853.0,0.042723,1.32463580077
854.0,0.0428751523636,1.32461414226
855.0,0.043064,1.32459221299
856.0,0.043601,1.3245698315
857.0,0.0436965448586,1.32454709406
858.0,0.043792,1.32452436248
859.0,0.044326,1.324502
860.0,0.0445000966787,1.32448011329
861.0,0.044661,1.32445850501
862.0,0.045047,1.32443708235
863.0,0.0452754511486,1.3244157525
864.0,0.045524,1.32439442266
865.0,0.046052,1.324373
866.0,0.04658,1.32435148138
867.0,0.0468423545619,1.32432994042
868.0,0.047052,1.32430839945
869.0,0.0472484243499,1.32428688083
870.0,0.047521,1.3242654069
871.0,0.048332,1.324244
872.0,0.0486442586251,1.32422268478
873.0,0.048941,1.32420144203
874.0,0.049604,1.32418022826
875.0,0.0500498763429,1.324159
876.0,0.050495,1.3241377266
877.0,0.051154,1.3241164376
878.0,0.0515745909429,1.3240951798
879.0,0.052038,1.324074
880.0,0.052979,1.32405293455
881.0,0.0534275191998,1.32403195995
882.0,0.053856,1.32401103321
883.0,0.054649,1.32399011133
884.0,0.0551966701577,1.32396915133
885.0,0.055661,1.32394811023
886.0,0.0560568890395,1.32392690938
887.0,0.056527,1.32390557857
888.0,0.057454,1.32388428127
889.0,0.0578843651951,1.32386318172
890.0,0.058314,1.32384237863
891.0,0.059235,1.32382177956
892.0,0.0597071379802,1.32380132129
893.0,0.060088,1.32378094319
894.0,0.0604673496701,1.32376058462
895.0,0.060936,1.32374018496
896.0,0.06185,1.32371971359
897.0,0.0622713014403,1.32369924841
898.0,0.062692,1.3236787764
899.0,0.063601,1.32365827215
900.0,0.06407908645,1.32363770971
901.0,0.064575,1.32361708012
902.0,0.065618,1.32359640788
903.0,0.0662294536349,1.32357572026
904.0,0.066724,1.32355504448
905.0,0.067148131119,1.32353440781
906.0,0.067686,1.32351382955
907.0,0.068997,1.32349323117
908.0,0.0697354824469,1.3234726606
909.0,0.070366,1.32345221469
910.0,0.0710227795535,1.32343199114
911.0,0.071867,1.32341212122
912.0,0.073579,1.32339248752
913.0,0.0746568256908,1.32337285948
914.0,0.075618,1.32335300654
915.0,0.076605955498,1.32333277115
916.0,0.077922,1.32331224953
917.0,0.080852,1.32329157781
918.0,0.0825694103726,1.32327089181
919.0,0.084095,1.32325032737
920.0,0.0857714755547,1.32323002032
921.0,0.088006,1.32321008803
922.0,0.09268,1.32319047291
923.0,0.0956085362222,1.32317103454
924.0,0.098192,1.32315163339
925.0,0.101112380173,1.32313214371
926.0,0.104222,1.3231126635
927.0,0.107290107292,1.32309319257
928.0,0.11131,1.32307366129
929.0,0.119441,1.323054
930.0,0.124108545979,1.32303414531
931.0,0.128093,1.32301412916
932.0,0.132707315455,1.32299402495
933.0,0.137382,1.32297390606
934.0,0.141503278152,1.32295384589
935.0,0.146496,1.32293391781
936.0,0.155737,1.32291417591
937.0,0.162590653748,1.32289456822
938.0,0.168802,1.32287505462
939.0,0.174592020311,1.32285560069
940.0,0.181811,1.32283617832
941.0,0.196308,1.32281684429
942.0,0.203914705194,1.3227975703
943.0,0.21055,1.32277829108
944.0,0.219364931155,1.32275894136
945.0,0.228721,1.32273946826
946.0,0.237488115982,1.32271989444
947.0,0.246816,1.32270027078
948.0,0.25673465908,1.32268064821
949.0,0.270131,1.32266107764
950.0,0.297625,1.32264161
951.0,0.313469200789,1.32262229526
952.0,0.327359,1.32260313812
953.0,0.344722807706,1.32258407926
954.0,0.362238,1.32256505459
955.0,0.378240788358,1.322546
956.0,0.393028,1.32252692234
957.0,0.406411947269,1.32250785559
958.0,0.418442,1.32248877637
959.0,0.428185717669,1.3224696613
960.0,0.438514,1.32245048694
961.0,0.453749,1.32243124962
962.0,0.459424500087,1.32241197142
963.0,0.463246,1.32239267571
964.0,0.46690285521,1.32237338583
965.0,0.470099,1.32235412515
966.0,0.473150355358,1.32233491702
967.0,0.475625,1.32231574392
968.0,0.477193130754,1.32229658137
969.0,0.478534,1.32227747168
970.0,0.479983499489,1.32225845771
971.0,0.48143,1.32223958895
972.0,0.482798792862,1.32222089646
973.0,0.484315,1.32220229755
974.0,0.486399,1.3221836971
975.0,0.48661903642,1.322165
976.0,0.486689,1.32214619782
977.0,0.486385864975,1.32212734576
978.0,0.485694,1.32210844423
979.0,0.484165195544,1.3220894936
980.0,0.482138,1.32207048192
981.0,0.48043355494,1.3220513628
982.0,0.478597,1.322032194
983.0,0.476355260175,1.32201304869
984.0,0.473793,1.321994
985.0,0.470921665033,1.32197505699
986.0,0.467734,1.32195617266
987.0,0.46416439323,1.32193733609
988.0,0.460428,1.32191853634
989.0,0.456921217954,1.3218997625
990.0,0.453151,1.32188100364
991.0,0.448255219649,1.32186224905
992.0,0.44337,1.32184350084
993.0,0.43976019803,1.32182477385
994.0,0.436157,1.32180608217
995.0,0.431479488065,1.32178743991
996.0,0.426449,1.32176888933
997.0,0.42160962498,1.32175049622
998.0,0.41678,1.32173214103
999.0,0.412033998744,1.32171368765
1000.0,0.40715,1.321695
1001.0,0.401721937663,1.32167599177
1002.0,0.396305,1.3216567196
1003.0,0.391524931257,1.32163726177
1004.0,0.386754,1.32161769657
1005.0,0.381524463445,1.32159810229
1006.0,0.375992,1.3215785572
1007.0,0.370085293036,1.3215591396
1008.0,0.364026,1.32153992777
1009.0,0.358060562227,1.321521
1010.0,0.352107,1.32150238454
1011.0,0.346083598034,1.32148402298
1012.0,0.340236,1.32146586364
1013.0,0.334864590049,1.32144785481
1014.0,0.32965,1.32142994482
1015.0,0.324373313218,1.32141208197
1016.0,0.319107,1.32139421456
1017.0,0.313988730518,1.3213762909
1018.0,0.308604,1.32135825931
1019.0,0.30222435655,1.32134006809
1020.0,0.295679,1.32132166555
1021.0,0.289777786995,1.321303
1022.0,0.284034,1.32128395943
1023.0,0.278147658542,1.32126454444
1024.0,0.272435,1.32124487222
1025.0,0.267265654883,1.32122505996
1026.0,0.262106,1.32120522486
1027.0,0.256425124257,1.32118548412
1028.0,0.250594,1.32116595493
1029.0,0.244444604412,1.3211467545
1030.0,0.239127,1.321128
1031.0,0.235789968241,1.3211096816
1032.0,0.23312703356,1.32109167361
1033.0,0.229917,1.3210739195
1034.0,0.225052215373,1.32105636272
1035.0,0.21976,1.32103894675
1036.0,0.215231305741,1.32102161504
1037.0,0.210853,1.32100431104
1038.0,0.206331421727,1.32098697823
1039.0,0.201981,1.32096956006
1040.0,0.198091891387,1.320952
1041.0,0.19435,1.3209344351
1042.0,0.190376034828,1.32091700014
1043.0,0.186749,1.32089963512
1044.0,0.184046669922,1.32088228008
1045.0,0.181699533981,1.32086487501
1046.0,0.179005,1.32084735995
1047.0,0.175223034773,1.32082967489
1048.0,0.171469,1.32081175988
1049.0,0.168788417918,1.32079355491
1050.0,0.166355,1.320775
1051.0,0.163805062252,1.32075591478
1052.0,0.16126,1.32073626327
1053.0,0.15853378894,1.32071620204
1054.0,0.156185,1.32069588769
1055.0,0.154647390522,1.32067547683
1056.0,0.153410656107,1.32065512603
1057.0,0.152176,1.3206349919
1058.0,0.150904935218,1.32061523103
1059.0,0.149515,1.320596
1060.0,0.147468593738,1.32057727313
1061.0,0.14568,1.32055887781
1062.0,0.144842881393,1.32054075028
1063.0,0.144224,1.32052282679
1064.0,0.143675034039,1.32050504357
1065.0,0.143186417366,1.32048733687
1066.0,0.142639,1.32046964292
1067.0,0.141818665002,1.32045189796
1068.0,0.141195,1.32043403824
1069.0,0.141040123417,1.320416
1070.0,0.140931,1.32039781799
1071.0,0.14077032383,1.32037957754
1072.0,0.140609884137,1.32036129074
1073.0,0.140537,1.32034296965
1074.0,0.140833189661,1.32032462638
1075.0,0.141445,1.32030627299
1076.0,0.142531705734,1.32028792158
1077.0,0.143516,1.32026958422
1078.0,0.143801049894,1.320251273
1079.0,0.143971820842,1.320233
1080.0,0.144281,1.32021477742
1081.0,0.145542141835,1.32019659948
1082.0,0.147498,1.32017845133
1083.0,0.149710464632,1.32016031811
1084.0,0.151863,1.32014218495
1085.0,0.153339465744,1.320124037
1086.0,0.154595584967,1.32010585939
1087.0,0.156068,1.32008763726
1088.0,0.158060137841,1.32006935575
1089.0,0.160397,1.320051
1090.0,0.163189771782,1.32003256825
1091.0,0.165862,1.32001407474
1092.0,0.167679384142,1.31999552861
1093.0,0.169222453693,1.319976939
1094.0,0.171151,1.31995831505
1095.0,0.174078188354,1.31993966589
1096.0,0.177718,1.31992100067
1097.0,0.182343750607,1.31990232852
1098.0,0.18655,1.31988365859
1099.0,0.188878729333,1.319865
1100.0,0.190664708027,1.319846354
1101.0,0.19289,1.31982771179
1102.0,0.196635292025,1.31980906745
1103.0,0.200515,1.31979041505
1104.0,0.203074519432,1.31977174868
1105.0,0.205253282095,1.31975306241
1106.0,0.207925,1.31973435033
1107.0,0.212207965642,1.31971560652
1108.0,0.216622,1.31969682505
1109.0,0.219590448386,1.319678
1110.0,0.222125405464,1.31965905108
1111.0,0.225086,1.31963993969
1112.0,0.230011319863,1.31962072252
1113.0,0.233714,1.31960145621
1114.0,0.234357328191,1.31958219745
1115.0,0.234685205226,1.31956300289
1116.0,0.235338,1.3195439292
1117.0,0.239303369975,1.31952503304
1118.0,0.245033,1.31950637109
1119.0,0.249175518801,1.319488
1120.0,0.253123439796,1.31946999742
1121.0,0.257829,1.3194523489
1122.0,0.264635470705,1.31943497295
1123.0,0.271917,1.31941778809
1124.0,0.277341139669,1.31940071284
1125.0,0.28233778423,1.3193836657
1126.0,0.289049,1.31936656521
1127.0,0.301538461859,1.31934932988
1128.0,0.316387,1.31933187822
1129.0,0.327979393885,1.31931412876
1130.0,0.339113114853,1.319296
1131.0,0.353325,1.31927739604
1132.0,0.376789021035,1.31925834773
1133.0,0.403721,1.31923896368
1134.0,0.42623160993,1.31921935253
1135.0,0.447835667331,1.31919962292
