3.055552137999999829e+01,2.923278345958489410e+01,2.461213445858805304e+00
2.987265457000000168e+01,2.922966851072080985e+01,2.430183224166918787e+00
2.940510611999999924e+01,2.923106638403269386e+01,2.439947861050539402e+00
2.856967086999999950e+01,2.923059399659524971e+01,2.444341683100708096e+00
2.791264225999999837e+01,2.923115916367325084e+01,2.280438967209442058e+00
2.415872038999999916e+01,2.375410105478192690e+01,1.109669479322336505e+00
2.389480160000000097e+01,2.383192285513464981e+01,8.488039386044997636e-01
2.355582898000000114e+01,2.397309131613529232e+01,6.977469688167342587e-01
2.280652106999999873e+01,2.433420189524352040e+01,8.161164400353532189e-01
2.233035989000000043e+01,2.154297034519907683e+01,1.019444416143396870e+00
2.164626269000000036e+01,2.059533640115593656e+01,1.091519889483570926e+00
2.129744694000000038e+01,1.906299910657246244e+01,1.063312603237392073e+00
2.073946477999999871e+01,2.134825971065628636e+01,7.911120482700293444e-01
1.503045217000000022e+01,1.557413451776660196e+01,1.374593261067800443e+00
1.346539525999999931e+01,1.467167346168400144e+01,1.537691086230246862e+00
1.250815133999999951e+01,1.415010093609588537e+01,3.043833726515918325e+00
1.092094739999999931e+01,1.052525245258833486e+01,7.777170128747821209e+00
9.760689019000000854e+00,8.805733024843922507e+00,6.548825090614569966e+00
