1.779338106999999880e+01,1.659800729002815700e+01,3.418195522255713215e+00
1.728789601000000076e+01,1.659797677151732387e+01,3.157943922686661686e+00
1.675629168000000035e+01,1.659792063792630401e+01,3.146497406035511091e+00
1.610330946999999924e+01,1.659801352925946105e+01,3.171304215513507163e+00
1.507082935999999940e+01,1.658421234924970022e+01,2.605201851229280052e+00
1.040776817999999970e+01,1.040086851004726931e+01,1.732483802991088728e+00
1.004517099999999985e+01,1.031927119640331725e+01,1.734088071572239098e+00
9.502811664999999408e+00,9.732397840159565661e+00,1.114483854279922470e+00
8.922041606000000513e+00,7.731622360404404759e+00,2.307474926578073404e+00
8.204529391999999532e+00,5.084878998947602646e+00,1.548029027627985554e+00
7.391758595999999848e+00,7.585375916432052001e+00,1.874956267274181299e+00
6.877054972999999904e+00,5.030339106833091378e+00,1.538224045061484802e+00
6.525212794999999844e+00,5.485193150867983647e+00,1.762141458365761970e+00
4.893525488999999951e+00,5.878671911630963365e+00,1.751473444314492367e+00
4.469471161000000414e+00,4.488584641259849128e+00,1.544687006242437599e+00
4.165258274000000149e+00,4.772371967735873355e+00,1.440345351955615083e+00
3.759641090000000130e+00,5.862596304526679347e+00,1.397422492215653511e+00
1.521064438000000019e+00,4.460242652596582147e+00,1.441882802502690852e+00
