3.055552137999999829e+01,2.916844143570073555e+01,2.628104146401252006e+00
2.987265457000000168e+01,2.904841560544695511e+01,3.018668424798069960e+00
2.940510611999999924e+01,2.914001146097752581e+01,2.572169084694898356e+00
2.856967086999999950e+01,2.782510008409371949e+01,2.605879194444518099e+00
2.791264225999999837e+01,2.913745286116192190e+01,2.676285534087842422e+00
2.415872038999999916e+01,2.334950168829068673e+01,9.135350572187758145e-01
2.389480160000000097e+01,2.386279187551938108e+01,1.153479465087989153e+00
2.355582898000000114e+01,2.413705514565861776e+01,1.304999520043869543e+00
2.280652106999999873e+01,2.234870511120652026e+01,1.356518633746076619e+00
2.233035989000000043e+01,1.704887179222040317e+01,1.244082531178406281e+00
2.164626269000000036e+01,1.976134808094605688e+01,1.006052477064142359e+00
2.129744694000000038e+01,2.526643088798680381e+01,1.332168718832387633e+00
2.073946477999999871e+01,2.264306402538973018e+01,1.100294098397606835e+00
1.503045217000000022e+01,1.606602194425007823e+01,1.861248889568259957e+00
1.346539525999999931e+01,1.354503240830456612e+01,2.198804177058334197e+00
1.250815133999999951e+01,1.274831215566154619e+01,2.460711095305615714e+00
1.092094739999999931e+01,1.212206019517574873e+01,2.512598004805473906e+00
9.760689019000000854e+00,1.161861004640415018e+01,2.792390183626495048e+00
