3.208457710999999790e+01,3.188827406531590114e+01,2.930755094069193323e+00
3.162437810999999854e+01,3.160514873001882208e+01,2.646008559128300242e+00
3.072636815999999982e+01,3.106290268777414099e+01,1.810030870203097608e+00
2.889925373000000164e+01,2.903231500330986137e+01,1.254084435418634236e+00
2.755099501999999845e+01,2.735999108617067321e+01,5.730573624485817419e-01
2.647636815999999982e+01,2.623606022934934856e+01,6.347082351128626732e-01
2.241293531999999900e+01,2.158221646075391220e+01,1.499498920904813959e+00
2.110945273999999827e+01,2.090304048012983174e+01,1.773119445866588206e+00
1.914054726000000173e+01,2.074484305862835143e+01,3.445694243268088819e+00
1.806716417999999891e+01,1.767357253375982395e+01,6.362884345902405592e+00
