1.779338106999999880e+01,1.679839887399898757e+01,2.857024852188540187e+00
1.728789601000000076e+01,1.681495432990822181e+01,2.663195639792742320e+00
1.675629168000000035e+01,1.664057017325773558e+01,2.638735526847274304e+00
1.610330946999999924e+01,1.678312485068762783e+01,2.479195098963079325e+00
1.507082935999999940e+01,1.621406694023819384e+01,2.106643700698550337e+00
1.040776817999999970e+01,9.382364112985358773e+00,2.283156335312230389e+00
1.004517099999999985e+01,8.324946075534382928e+00,1.921218588347525014e+00
9.502811664999999408e+00,7.165559567650062966e+00,1.091875063211535046e+00
8.922041606000000513e+00,8.709393078605179639e+00,2.324014072254581897e+00
8.204529391999999532e+00,9.151243442641401771e+00,1.393013489454448584e+00
7.391758595999999848e+00,8.471365952868302074e+00,1.351132801069421463e+00
6.877054972999999904e+00,7.494964765100005089e+00,1.328499278190294675e+00
6.525212794999999844e+00,5.395803027070567026e+00,1.238752833748628435e+00
4.893525488999999951e+00,4.089382748773318532e+00,2.177418070175465292e+00
4.469471161000000414e+00,3.381654557498202873e+00,1.590922873117449177e+00
4.165258274000000149e+00,6.470619909561164285e+00,1.277100585580049241e+00
3.759641090000000130e+00,3.667409883262811476e+00,1.467172704319600118e+00
1.521064438000000019e+00,4.736421179421240524e+00,1.527642191727230703e+00
