Wavelength,Reflectance,Solar zenith,Solar azimuth,Sensor zenith,Sensor azimuth
890.493,0,38.74,257.77,2.2553039659699,315.6608669
900.066,0,38.74,257.77,2.2553039659699,315.6608669
909.638,0.129086,38.74,257.77,2.2553039659699,315.6608669
919.211,0.197199,38.74,257.77,2.2553039659699,315.6608669
928.783,0.20385,38.74,257.77,2.2553039659699,315.6608669
938.356,0.17445,38.74,257.77,2.2553039659699,315.6608669
947.928,0.203122,38.74,257.77,2.2553039659699,315.6608669
957.5,0.203215,38.74,257.77,2.2553039659699,315.6608669
967.073,0.205,38.74,257.77,2.2553039659699,315.6608669
976.645,0.208017,38.74,257.77,2.2553039659699,315.6608669
986.218,0.21124,38.74,257.77,2.2553039659699,315.6608669
995.79,0.216207,38.74,257.77,2.2553039659699,315.6608669
1005.36,0.215569,38.74,257.77,2.2553039659699,315.6608669
1014.94,0.218939,38.74,257.77,2.2553039659699,315.6608669
1024.51,0.219483,38.74,257.77,2.2553039659699,315.6608669
1034.08,0.221553,38.74,257.77,2.2553039659699,315.6608669
1043.65,0.22392,38.74,257.77,2.2553039659699,315.6608669
1053.23,0.225298,38.74,257.77,2.2553039659699,315.6608669
1062.8,0.227038,38.74,257.77,2.2553039659699,315.6608669
1072.37,0.226608,38.74,257.77,2.2553039659699,315.6608669
1081.94,0.231032,38.74,257.77,2.2553039659699,315.6608669
1091.52,0.23266,38.74,257.77,2.2553039659699,315.6608669
1101.09,0.231684,38.74,257.77,2.2553039659699,315.6608669
1110.66,0.233928,38.74,257.77,2.2553039659699,315.6608669
1120.23,0.232631,38.74,257.77,2.2553039659699,315.6608669
1129.81,0.226752,38.74,257.77,2.2553039659699,315.6608669
1139.38,0.232832,38.74,257.77,2.2553039659699,315.6608669
1148.95,0.232942,38.74,257.77,2.2553039659699,315.6608669
1158.52,0.231941,38.74,257.77,2.2553039659699,315.6608669
1168.1,0.233499,38.74,257.77,2.2553039659699,315.6608669
1177.67,0.235997,38.74,257.77,2.2553039659699,315.6608669
1187.24,0.23672,38.74,257.77,2.2553039659699,315.6608669
1196.81,0.237893,38.74,257.77,2.2553039659699,315.6608669
1206.39,0.240954,38.74,257.77,2.2553039659699,315.6608669
1215.96,0.243736,38.74,257.77,2.2553039659699,315.6608669
1225.53,0.243516,38.74,257.77,2.2553039659699,315.6608669
1235.1,0.248608,38.74,257.77,2.2553039659699,315.6608669
1244.68,0.247934,38.74,257.77,2.2553039659699,315.6608669
1254.25,0.252292,38.74,257.77,2.2553039659699,315.6608669
1263.82,0.253864,38.74,257.77,2.2553039659699,315.6608669
1273.39,0.255393,38.74,257.77,2.2553039659699,315.6608669
1282.97,0.257393,38.74,257.77,2.2553039659699,315.6608669
1292.54,0.258979,38.74,257.77,2.2553039659699,315.6608669
1302.11,0.25831,38.74,257.77,2.2553039659699,315.6608669
1311.68,0.261275,38.74,257.77,2.2553039659699,315.6608669
1321.26,0.255954,38.74,257.77,2.2553039659699,315.6608669
1330.83,0.25689,38.74,257.77,2.2553039659699,315.6608669
1340.4,0.253985,38.74,257.77,2.2553039659699,315.6608669
1349.97,0.203965,38.74,257.77,2.2553039659699,315.6608669
1359.55,0,38.74,257.77,2.2553039659699,315.6608669
1369.12,0,38.74,257.77,2.2553039659699,315.6608669
1378.69,0,38.74,257.77,2.2553039659699,315.6608669
1388.26,0,38.74,257.77,2.2553039659699,315.6608669
1397.84,0,38.74,257.77,2.2553039659699,315.6608669
1407.41,0,38.74,257.77,2.2553039659699,315.6608669
1416.98,0,38.74,257.77,2.2553039659699,315.6608669
1426.55,0.032569,38.74,257.77,2.2553039659699,315.6608669
1436.12,0.033316,38.74,257.77,2.2553039659699,315.6608669
1445.7,0.082772,38.74,257.77,2.2553039659699,315.6608669
1455.27,0.146843,38.74,257.77,2.2553039659699,315.6608669
1464.84,0.146377,38.74,257.77,2.2553039659699,315.6608669
1474.41,0.154762,38.74,257.77,2.2553039659699,315.6608669
1483.99,0.163949,38.74,257.77,2.2553039659699,315.6608669
1493.56,0.173284,38.74,257.77,2.2553039659699,315.6608669
1503.13,0.18425,38.74,257.77,2.2553039659699,315.6608669
1512.7,0.189192,38.74,257.77,2.2553039659699,315.6608669
1522.28,0.196811,38.74,257.77,2.2553039659699,315.6608669
1531.85,0.205382,38.74,257.77,2.2553039659699,315.6608669
1541.42,0.207769,38.74,257.77,2.2553039659699,315.6608669
1550.99,0.21659,38.74,257.77,2.2553039659699,315.6608669
1560.57,0.222398,38.74,257.77,2.2553039659699,315.6608669
1570.14,0.227228,38.74,257.77,2.2553039659699,315.6608669
1579.71,0.22989,38.74,257.77,2.2553039659699,315.6608669
1589.28,0.237493,38.74,257.77,2.2553039659699,315.6608669
1598.86,0.24281,38.74,257.77,2.2553039659699,315.6608669
1608.43,0.245177,38.74,257.77,2.2553039659699,315.6608669
1618,0.249044,38.74,257.77,2.2553039659699,315.6608669
1627.57,0.250012,38.74,257.77,2.2553039659699,315.6608669
1637.15,0.250739,38.74,257.77,2.2553039659699,315.6608669
1646.72,0.247628,38.74,257.77,2.2553039659699,315.6608669
1656.29,0.247263,38.74,257.77,2.2553039659699,315.6608669
1665.86,0.268479,38.74,257.77,2.2553039659699,315.6608669
1675.44,0.272779,38.74,257.77,2.2553039659699,315.6608669
1685.01,0.273188,38.74,257.77,2.2553039659699,315.6608669
1694.58,0.269517,38.74,257.77,2.2553039659699,315.6608669
1704.15,0.265538,38.74,257.77,2.2553039659699,315.6608669
1713.73,0.262022,38.74,257.77,2.2553039659699,315.6608669
1723.3,0.263049,38.74,257.77,2.2553039659699,315.6608669
1732.87,0.260458,38.74,257.77,2.2553039659699,315.6608669
1742.44,0.257286,38.74,257.77,2.2553039659699,315.6608669
1752.02,0.251764,38.74,257.77,2.2553039659699,315.6608669
1761.59,0.248612,38.74,257.77,2.2553039659699,315.6608669
1771.16,0.245251,38.74,257.77,2.2553039659699,315.6608669
1780.73,0.243225,38.74,257.77,2.2553039659699,315.6608669
1790.31,0.244961,38.74,257.77,2.2553039659699,315.6608669
1799.88,0.206916,38.74,257.77,2.2553039659699,315.6608669
1809.45,0.036262,38.74,257.77,2.2553039659699,315.6608669
1819.02,0,38.74,257.77,2.2553039659699,315.6608669
1828.6,0,38.74,257.77,2.2553039659699,315.6608669
1838.17,0,38.74,257.77,2.2553039659699,315.6608669
1847.74,0,38.74,257.77,2.2553039659699,315.6608669
1857.31,0,38.74,257.77,2.2553039659699,315.6608669
1866.89,0,38.74,257.77,2.2553039659699,315.6608669
1876.46,0,38.74,257.77,2.2553039659699,315.6608669
1886.03,0,38.74,257.77,2.2553039659699,315.6608669
1895.6,0,38.74,257.77,2.2553039659699,315.6608669
1905.18,0,38.74,257.77,2.2553039659699,315.6608669
1914.75,0,38.74,257.77,2.2553039659699,315.6608669
1924.32,0,38.74,257.77,2.2553039659699,315.6608669
1933.89,0,38.74,257.77,2.2553039659699,315.6608669
1943.47,0,38.74,257.77,2.2553039659699,315.6608669
1953.04,0.03188,38.74,257.77,2.2553039659699,315.6608669
1962.61,0.037751,38.74,257.77,2.2553039659699,315.6608669
1972.18,0.081226,38.74,257.77,2.2553039659699,315.6608669
1981.76,0.092504,38.74,257.77,2.2553039659699,315.6608669
1991.33,0.097568,38.74,257.77,2.2553039659699,315.6608669
2000.9,0.037608,38.74,257.77,2.2553039659699,315.6608669
2010.47,0.037242,38.74,257.77,2.2553039659699,315.6608669
2020.05,0.105793,38.74,257.77,2.2553039659699,315.6608669
2029.62,0.122364,38.74,257.77,2.2553039659699,315.6608669
2039.19,0.133186,38.74,257.77,2.2553039659699,315.6608669
2048.76,0.136395,38.74,257.77,2.2553039659699,315.6608669
2058.34,0.139132,38.74,257.77,2.2553039659699,315.6608669
2067.91,0.148056,38.74,257.77,2.2553039659699,315.6608669
2077.48,0.150505,38.74,257.77,2.2553039659699,315.6608669
2087.05,0.156961,38.74,257.77,2.2553039659699,315.6608669
2096.63,0.162609,38.74,257.77,2.2553039659699,315.6608669
2106.2,0.168143,38.74,257.77,2.2553039659699,315.6608669
2115.77,0.172254,38.74,257.77,2.2553039659699,315.6608669
2125.34,0.175373,38.74,257.77,2.2553039659699,315.6608669
2134.92,0.184968,38.74,257.77,2.2553039659699,315.6608669
2144.49,0.184742,38.74,257.77,2.2553039659699,315.6608669
2154.06,0.181598,38.74,257.77,2.2553039659699,315.6608669
2163.63,0.18438,38.74,257.77,2.2553039659699,315.6608669
2173.21,0.18792,38.74,257.77,2.2553039659699,315.6608669
2182.78,0.188141,38.74,257.77,2.2553039659699,315.6608669
2192.35,0.188568,38.74,257.77,2.2553039659699,315.6608669
2201.92,0.190848,38.74,257.77,2.2553039659699,315.6608669
2211.5,0.18478,38.74,257.77,2.2553039659699,315.6608669
2221.07,0.187804,38.74,257.77,2.2553039659699,315.6608669
2230.64,0.19301,38.74,257.77,2.2553039659699,315.6608669
2240.21,0.196061,38.74,257.77,2.2553039659699,315.6608669
2249.79,0.197019,38.74,257.77,2.2553039659699,315.6608669
2259.36,0.193581,38.74,257.77,2.2553039659699,315.6608669
2268.93,0.19266,38.74,257.77,2.2553039659699,315.6608669
2278.5,0.181851,38.74,257.77,2.2553039659699,315.6608669
2288.08,0.174917,38.74,257.77,2.2553039659699,315.6608669
2297.65,0.176553,38.74,257.77,2.2553039659699,315.6608669
2307.22,0.174761,38.74,257.77,2.2553039659699,315.6608669
2316.79,0.153544,38.74,257.77,2.2553039659699,315.6608669
2326.37,0.153865,38.74,257.77,2.2553039659699,315.6608669
2335.94,0.153472,38.74,257.77,2.2553039659699,315.6608669
2345.51,0.121275,38.74,257.77,2.2553039659699,315.6608669
2355.08,0.114533,38.74,257.77,2.2553039659699,315.6608669
2364.66,0.111928,38.74,257.77,2.2553039659699,315.6608669
2374.23,0.060096,38.74,257.77,2.2553039659699,315.6608669
2383.8,0.048517,38.74,257.77,2.2553039659699,315.6608669
2393.37,0.05093,38.74,257.77,2.2553039659699,315.6608669
2402.95,0,38.74,257.77,2.2553039659699,315.6608669
2412.52,0,38.74,257.77,2.2553039659699,315.6608669
2422.09,0,38.74,257.77,2.2553039659699,315.6608669
2431.66,0,38.74,257.77,2.2553039659699,315.6608669
2441.24,0,38.74,257.77,2.2553039659699,315.6608669
2450.81,0,38.74,257.77,2.2553039659699,315.6608669
2460.38,0,38.74,257.77,2.2553039659699,315.6608669
2469.95,0,38.74,257.77,2.2553039659699,315.6608669
2479.53,0,38.74,257.77,2.2553039659699,315.6608669
2489.1,0,38.74,257.77,2.2553039659699,315.6608669
2498.67,0,38.74,257.77,2.2553039659699,315.6608669
2508.24,0,38.74,257.77,2.2553039659699,315.6608669
