Wavelength,Reflectance,Solar zenith,Solar azimuth,Sensor zenith,Sensor azimuth
890.493,0,18.27,213.31,15.0068106096405,283.9455676
900.066,0,18.27,213.31,15.0068106096405,283.9455676
909.638,0.287126,18.27,213.31,15.0068106096405,283.9455676
919.211,0.197171,18.27,213.31,15.0068106096405,283.9455676
928.783,0.180334,18.27,213.31,15.0068106096405,283.9455676
938.356,0.220458,18.27,213.31,15.0068106096405,283.9455676
947.928,0.188621,18.27,213.31,15.0068106096405,283.9455676
957.5,0.169676,18.27,213.31,15.0068106096405,283.9455676
967.073,0.158164,18.27,213.31,15.0068106096405,283.9455676
976.645,0.152862,18.27,213.31,15.0068106096405,283.9455676
986.218,0.148603,18.27,213.31,15.0068106096405,283.9455676
995.79,0.147084,18.27,213.31,15.0068106096405,283.9455676
1005.36,0.147417,18.27,213.31,15.0068106096405,283.9455676
1014.94,0.149229,18.27,213.31,15.0068106096405,283.9455676
1024.51,0.149701,18.27,213.31,15.0068106096405,283.9455676
1034.08,0.152151,18.27,213.31,15.0068106096405,283.9455676
1043.65,0.154063,18.27,213.31,15.0068106096405,283.9455676
1053.23,0.152955,18.27,213.31,15.0068106096405,283.9455676
1062.8,0.154203,18.27,213.31,15.0068106096405,283.9455676
1072.37,0.156138,18.27,213.31,15.0068106096405,283.9455676
1081.94,0.157158,18.27,213.31,15.0068106096405,283.9455676
1091.52,0.154747,18.27,213.31,15.0068106096405,283.9455676
1101.09,0.156023,18.27,213.31,15.0068106096405,283.9455676
1110.66,0.1492,18.27,213.31,15.0068106096405,283.9455676
1120.23,0.164632,18.27,213.31,15.0068106096405,283.9455676
1129.81,0.196282,18.27,213.31,15.0068106096405,283.9455676
1139.38,0.174465,18.27,213.31,15.0068106096405,283.9455676
1148.95,0.182186,18.27,213.31,15.0068106096405,283.9455676
1158.52,0.173372,18.27,213.31,15.0068106096405,283.9455676
1168.1,0.161885,18.27,213.31,15.0068106096405,283.9455676
1177.67,0.15929,18.27,213.31,15.0068106096405,283.9455676
1187.24,0.160626,18.27,213.31,15.0068106096405,283.9455676
1196.81,0.160054,18.27,213.31,15.0068106096405,283.9455676
1206.39,0.164859,18.27,213.31,15.0068106096405,283.9455676
1215.96,0.165726,18.27,213.31,15.0068106096405,283.9455676
1225.53,0.166282,18.27,213.31,15.0068106096405,283.9455676
1235.1,0.166312,18.27,213.31,15.0068106096405,283.9455676
1244.68,0.167882,18.27,213.31,15.0068106096405,283.9455676
1254.25,0.168209,18.27,213.31,15.0068106096405,283.9455676
1263.82,0.169131,18.27,213.31,15.0068106096405,283.9455676
1273.39,0.174677,18.27,213.31,15.0068106096405,283.9455676
1282.97,0.174683,18.27,213.31,15.0068106096405,283.9455676
1292.54,0.171144,18.27,213.31,15.0068106096405,283.9455676
1302.11,0.171435,18.27,213.31,15.0068106096405,283.9455676
1311.68,0.169791,18.27,213.31,15.0068106096405,283.9455676
1321.26,0.165792,18.27,213.31,15.0068106096405,283.9455676
1330.83,0.166356,18.27,213.31,15.0068106096405,283.9455676
1340.4,0.160058,18.27,213.31,15.0068106096405,283.9455676
1349.97,0.16987,18.27,213.31,15.0068106096405,283.9455676
1359.55,0,18.27,213.31,15.0068106096405,283.9455676
1369.12,0,18.27,213.31,15.0068106096405,283.9455676
1378.69,0,18.27,213.31,15.0068106096405,283.9455676
1388.26,0,18.27,213.31,15.0068106096405,283.9455676
1397.84,0,18.27,213.31,15.0068106096405,283.9455676
1407.41,0,18.27,213.31,15.0068106096405,283.9455676
1416.98,0.059429,18.27,213.31,15.0068106096405,283.9455676
1426.55,0.120246,18.27,213.31,15.0068106096405,283.9455676
1436.12,0.121553,18.27,213.31,15.0068106096405,283.9455676
1445.7,0.13092,18.27,213.31,15.0068106096405,283.9455676
1455.27,0.101122,18.27,213.31,15.0068106096405,283.9455676
1464.84,0.090905,18.27,213.31,15.0068106096405,283.9455676
1474.41,0.111014,18.27,213.31,15.0068106096405,283.9455676
1483.99,0.106688,18.27,213.31,15.0068106096405,283.9455676
1493.56,0.096962,18.27,213.31,15.0068106096405,283.9455676
1503.13,0.097285,18.27,213.31,15.0068106096405,283.9455676
1512.7,0.101822,18.27,213.31,15.0068106096405,283.9455676
1522.28,0.107129,18.27,213.31,15.0068106096405,283.9455676
1531.85,0.113128,18.27,213.31,15.0068106096405,283.9455676
1541.42,0.118395,18.27,213.31,15.0068106096405,283.9455676
1550.99,0.124172,18.27,213.31,15.0068106096405,283.9455676
