Wavelength,Reflectance,Solar zenith,Solar azimuth,Sensor zenith,Sensor azimuth
890.493,0,18.49,145.3,11.5501919929016,287.3173154
900.066,0,18.49,145.3,11.5501919929016,287.3173154
909.638,0.365198,18.49,145.3,11.5501919929016,287.3173154
919.211,0.341126,18.49,145.3,11.5501919929016,287.3173154
928.783,0.315624,18.49,145.3,11.5501919929016,287.3173154
938.356,0.330983,18.49,145.3,11.5501919929016,287.3173154
947.928,0.329867,18.49,145.3,11.5501919929016,287.3173154
957.5,0.326466,18.49,145.3,11.5501919929016,287.3173154
967.073,0.329191,18.49,145.3,11.5501919929016,287.3173154
976.645,0.325311,18.49,145.3,11.5501919929016,287.3173154
986.218,0.326455,18.49,145.3,11.5501919929016,287.3173154
995.79,0.326127,18.49,145.3,11.5501919929016,287.3173154
1005.36,0.326033,18.49,145.3,11.5501919929016,287.3173154
1014.94,0.329535,18.49,145.3,11.5501919929016,287.3173154
1024.51,0.330067,18.49,145.3,11.5501919929016,287.3173154
1034.08,0.332958,18.49,145.3,11.5501919929016,287.3173154
1043.65,0.3349,18.49,145.3,11.5501919929016,287.3173154
1053.23,0.334512,18.49,145.3,11.5501919929016,287.3173154
1062.8,0.33663,18.49,145.3,11.5501919929016,287.3173154
1072.37,0.338799,18.49,145.3,11.5501919929016,287.3173154
1081.94,0.338696,18.49,145.3,11.5501919929016,287.3173154
1091.52,0.341161,18.49,145.3,11.5501919929016,287.3173154
1101.09,0.33897,18.49,145.3,11.5501919929016,287.3173154
1110.66,0.329823,18.49,145.3,11.5501919929016,287.3173154
1120.23,0.324984,18.49,145.3,11.5501919929016,287.3173154
1129.81,0.349023,18.49,145.3,11.5501919929016,287.3173154
1139.38,0.348412,18.49,145.3,11.5501919929016,287.3173154
1148.95,0.349615,18.49,145.3,11.5501919929016,287.3173154
1158.52,0.354044,18.49,145.3,11.5501919929016,287.3173154
1168.1,0.354134,18.49,145.3,11.5501919929016,287.3173154
1177.67,0.352465,18.49,145.3,11.5501919929016,287.3173154
1187.24,0.357886,18.49,145.3,11.5501919929016,287.3173154
1196.81,0.36019,18.49,145.3,11.5501919929016,287.3173154
1206.39,0.364433,18.49,145.3,11.5501919929016,287.3173154
1215.96,0.366267,18.49,145.3,11.5501919929016,287.3173154
1225.53,0.368289,18.49,145.3,11.5501919929016,287.3173154
1235.1,0.370522,18.49,145.3,11.5501919929016,287.3173154
1244.68,0.372901,18.49,145.3,11.5501919929016,287.3173154
1254.25,0.373402,18.49,145.3,11.5501919929016,287.3173154
1263.82,0.373319,18.49,145.3,11.5501919929016,287.3173154
1273.39,0.37887,18.49,145.3,11.5501919929016,287.3173154
1282.97,0.382797,18.49,145.3,11.5501919929016,287.3173154
1292.54,0.381928,18.49,145.3,11.5501919929016,287.3173154
1302.11,0.381178,18.49,145.3,11.5501919929016,287.3173154
1311.68,0.38262,18.49,145.3,11.5501919929016,287.3173154
1321.26,0.382049,18.49,145.3,11.5501919929016,287.3173154
1330.83,0.378232,18.49,145.3,11.5501919929016,287.3173154
1340.4,0.374822,18.49,145.3,11.5501919929016,287.3173154
1349.97,0.326345,18.49,145.3,11.5501919929016,287.3173154
1359.55,0,18.49,145.3,11.5501919929016,287.3173154
1369.12,0,18.49,145.3,11.5501919929016,287.3173154
1378.69,0,18.49,145.3,11.5501919929016,287.3173154
1388.26,0,18.49,145.3,11.5501919929016,287.3173154
1397.84,0,18.49,145.3,11.5501919929016,287.3173154
1407.41,0,18.49,145.3,11.5501919929016,287.3173154
1416.98,0.288197,18.49,145.3,11.5501919929016,287.3173154
1426.55,0.341305,18.49,145.3,11.5501919929016,287.3173154
1436.12,0.34104,18.49,145.3,11.5501919929016,287.3173154
1445.7,0.343658,18.49,145.3,11.5501919929016,287.3173154
1455.27,0.345152,18.49,145.3,11.5501919929016,287.3173154
1464.84,0.323739,18.49,145.3,11.5501919929016,287.3173154
1474.41,0.344155,18.49,145.3,11.5501919929016,287.3173154
1483.99,0.350487,18.49,145.3,11.5501919929016,287.3173154
1493.56,0.360278,18.49,145.3,11.5501919929016,287.3173154
1503.13,0.366023,18.49,145.3,11.5501919929016,287.3173154
1512.7,0.37687,18.49,145.3,11.5501919929016,287.3173154
1522.28,0.386214,18.49,145.3,11.5501919929016,287.3173154
1531.85,0.393814,18.49,145.3,11.5501919929016,287.3173154
1541.42,0.400042,18.49,145.3,11.5501919929016,287.3173154
1550.99,0.405958,18.49,145.3,11.5501919929016,287.3173154
1560.57,0.410914,18.49,145.3,11.5501919929016,287.3173154
1570.14,0.416638,18.49,145.3,11.5501919929016,287.3173154
1579.71,0.418307,18.49,145.3,11.5501919929016,287.3173154
1589.28,0.422071,18.49,145.3,11.5501919929016,287.3173154
1598.86,0.423482,18.49,145.3,11.5501919929016,287.3173154
1608.43,0.423152,18.49,145.3,11.5501919929016,287.3173154
1618,0.424952,18.49,145.3,11.5501919929016,287.3173154
1627.57,0.424715,18.49,145.3,11.5501919929016,287.3173154
1637.15,0.414887,18.49,145.3,11.5501919929016,287.3173154
1646.72,0.401841,18.49,145.3,11.5501919929016,287.3173154
1656.29,0.398352,18.49,145.3,11.5501919929016,287.3173154
1665.86,0.427119,18.49,145.3,11.5501919929016,287.3173154
1675.44,0.441386,18.49,145.3,11.5501919929016,287.3173154
1685.01,0.44136,18.49,145.3,11.5501919929016,287.3173154
1694.58,0.439683,18.49,145.3,11.5501919929016,287.3173154
1704.15,0.434805,18.49,145.3,11.5501919929016,287.3173154
1713.73,0.436611,18.49,145.3,11.5501919929016,287.3173154
1723.3,0.432678,18.49,145.3,11.5501919929016,287.3173154
1732.87,0.433924,18.49,145.3,11.5501919929016,287.3173154
1742.44,0.433379,18.49,145.3,11.5501919929016,287.3173154
1752.02,0.432753,18.49,145.3,11.5501919929016,287.3173154
1761.59,0.425849,18.49,145.3,11.5501919929016,287.3173154
1771.16,0.423482,18.49,145.3,11.5501919929016,287.3173154
1780.73,0.416944,18.49,145.3,11.5501919929016,287.3173154
1790.31,0.4107,18.49,145.3,11.5501919929016,287.3173154
1799.88,0.391616,18.49,145.3,11.5501919929016,287.3173154
1809.45,0.378346,18.49,145.3,11.5501919929016,287.3173154
1819.02,0,18.49,145.3,11.5501919929016,287.3173154
1828.6,0,18.49,145.3,11.5501919929016,287.3173154
1838.17,0,18.49,145.3,11.5501919929016,287.3173154
1847.74,0,18.49,145.3,11.5501919929016,287.3173154
1857.31,0,18.49,145.3,11.5501919929016,287.3173154
1866.89,0,18.49,145.3,11.5501919929016,287.3173154
1876.46,0,18.49,145.3,11.5501919929016,287.3173154
1886.03,0,18.49,145.3,11.5501919929016,287.3173154
1895.6,0,18.49,145.3,11.5501919929016,287.3173154
1905.18,0,18.49,145.3,11.5501919929016,287.3173154
1914.75,0,18.49,145.3,11.5501919929016,287.3173154
1924.32,0,18.49,145.3,11.5501919929016,287.3173154
1933.89,0,18.49,145.3,11.5501919929016,287.3173154
1943.47,0.030605,18.49,145.3,11.5501919929016,287.3173154
1953.04,0.124347,18.49,145.3,11.5501919929016,287.3173154
1962.61,0.243473,18.49,145.3,11.5501919929016,287.3173154
1972.18,0.248613,18.49,145.3,11.5501919929016,287.3173154
1981.76,0.254782,18.49,145.3,11.5501919929016,287.3173154
1991.33,0.260666,18.49,145.3,11.5501919929016,287.3173154
2000.9,0.25668,18.49,145.3,11.5501919929016,287.3173154
2010.47,0.297955,18.49,145.3,11.5501919929016,287.3173154
2020.05,0.318678,18.49,145.3,11.5501919929016,287.3173154
2029.62,0.323887,18.49,145.3,11.5501919929016,287.3173154
2039.19,0.325493,18.49,145.3,11.5501919929016,287.3173154
2048.76,0.330304,18.49,145.3,11.5501919929016,287.3173154
2058.34,0.339995,18.49,145.3,11.5501919929016,287.3173154
2067.91,0.349648,18.49,145.3,11.5501919929016,287.3173154
2077.48,0.361798,18.49,145.3,11.5501919929016,287.3173154
2087.05,0.361261,18.49,145.3,11.5501919929016,287.3173154
2096.63,0.366563,18.49,145.3,11.5501919929016,287.3173154
2106.2,0.368814,18.49,145.3,11.5501919929016,287.3173154
2115.77,0.370436,18.49,145.3,11.5501919929016,287.3173154
2125.34,0.377091,18.49,145.3,11.5501919929016,287.3173154
2134.92,0.386834,18.49,145.3,11.5501919929016,287.3173154
2144.49,0.381225,18.49,145.3,11.5501919929016,287.3173154
2154.06,0.377604,18.49,145.3,11.5501919929016,287.3173154
2163.63,0.386856,18.49,145.3,11.5501919929016,287.3173154
2173.21,0.377308,18.49,145.3,11.5501919929016,287.3173154
2182.78,0.381425,18.49,145.3,11.5501919929016,287.3173154
2192.35,0.380699,18.49,145.3,11.5501919929016,287.3173154
2201.92,0.378039,18.49,145.3,11.5501919929016,287.3173154
2211.5,0.378914,18.49,145.3,11.5501919929016,287.3173154
2221.07,0.376805,18.49,145.3,11.5501919929016,287.3173154
2230.64,0.38004,18.49,145.3,11.5501919929016,287.3173154
2240.21,0.379437,18.49,145.3,11.5501919929016,287.3173154
2249.79,0.374033,18.49,145.3,11.5501919929016,287.3173154
2259.36,0.388051,18.49,145.3,11.5501919929016,287.3173154
2268.93,0.379399,18.49,145.3,11.5501919929016,287.3173154
2278.5,0.378971,18.49,145.3,11.5501919929016,287.3173154
2288.08,0.367212,18.49,145.3,11.5501919929016,287.3173154
2297.65,0.370928,18.49,145.3,11.5501919929016,287.3173154
2307.22,0.364169,18.49,145.3,11.5501919929016,287.3173154
2316.79,0.352448,18.49,145.3,11.5501919929016,287.3173154
2326.37,0.352437,18.49,145.3,11.5501919929016,287.3173154
2335.94,0.35261,18.49,145.3,11.5501919929016,287.3173154
2345.51,0.336439,18.49,145.3,11.5501919929016,287.3173154
2355.08,0.338695,18.49,145.3,11.5501919929016,287.3173154
2364.66,0.326092,18.49,145.3,11.5501919929016,287.3173154
2374.23,0.326211,18.49,145.3,11.5501919929016,287.3173154
2383.8,0.324909,18.49,145.3,11.5501919929016,287.3173154
2393.37,0.317499,18.49,145.3,11.5501919929016,287.3173154
2402.95,0,18.49,145.3,11.5501919929016,287.3173154
2412.52,0,18.49,145.3,11.5501919929016,287.3173154
2422.09,0,18.49,145.3,11.5501919929016,287.3173154
2431.66,0,18.49,145.3,11.5501919929016,287.3173154
2441.24,0,18.49,145.3,11.5501919929016,287.3173154
2450.81,0,18.49,145.3,11.5501919929016,287.3173154
2460.38,0,18.49,145.3,11.5501919929016,287.3173154
2469.95,0,18.49,145.3,11.5501919929016,287.3173154
2479.53,0,18.49,145.3,11.5501919929016,287.3173154
2489.1,0,18.49,145.3,11.5501919929016,287.3173154
2498.67,0,18.49,145.3,11.5501919929016,287.3173154
2508.24,0,18.49,145.3,11.5501919929016,287.3173154
