Wavelength,Reflectance,Solar zenith,Solar azimuth,Sensor zenith,Sensor azimuth
890.493,0,38.75,257.78,0.194268043086777,313.8920131
900.066,0,38.75,257.78,0.194268043086777,313.8920131
909.638,0.243234,38.75,257.78,0.194268043086777,313.8920131
919.211,0.308375,38.75,257.78,0.194268043086777,313.8920131
928.783,0.301248,38.75,257.78,0.194268043086777,313.8920131
938.356,0.288059,38.75,257.78,0.194268043086777,313.8920131
947.928,0.292297,38.75,257.78,0.194268043086777,313.8920131
957.5,0.293473,38.75,257.78,0.194268043086777,313.8920131
967.073,0.297383,38.75,257.78,0.194268043086777,313.8920131
976.645,0.301303,38.75,257.78,0.194268043086777,313.8920131
986.218,0.30335,38.75,257.78,0.194268043086777,313.8920131
995.79,0.306979,38.75,257.78,0.194268043086777,313.8920131
1005.36,0.311095,38.75,257.78,0.194268043086777,313.8920131
1014.94,0.313112,38.75,257.78,0.194268043086777,313.8920131
1024.51,0.316058,38.75,257.78,0.194268043086777,313.8920131
1034.08,0.316508,38.75,257.78,0.194268043086777,313.8920131
1043.65,0.321406,38.75,257.78,0.194268043086777,313.8920131
1053.23,0.325173,38.75,257.78,0.194268043086777,313.8920131
1062.8,0.327465,38.75,257.78,0.194268043086777,313.8920131
1072.37,0.328515,38.75,257.78,0.194268043086777,313.8920131
1081.94,0.334321,38.75,257.78,0.194268043086777,313.8920131
1091.52,0.334577,38.75,257.78,0.194268043086777,313.8920131
1101.09,0.334703,38.75,257.78,0.194268043086777,313.8920131
1110.66,0.34193,38.75,257.78,0.194268043086777,313.8920131
1120.23,0.349063,38.75,257.78,0.194268043086777,313.8920131
1129.81,0.333278,38.75,257.78,0.194268043086777,313.8920131
1139.38,0.340832,38.75,257.78,0.194268043086777,313.8920131
1148.95,0.338431,38.75,257.78,0.194268043086777,313.8920131
1158.52,0.340489,38.75,257.78,0.194268043086777,313.8920131
1168.1,0.34396,38.75,257.78,0.194268043086777,313.8920131
1177.67,0.348602,38.75,257.78,0.194268043086777,313.8920131
1187.24,0.351886,38.75,257.78,0.194268043086777,313.8920131
1196.81,0.35259,38.75,257.78,0.194268043086777,313.8920131
1206.39,0.356109,38.75,257.78,0.194268043086777,313.8920131
1215.96,0.361467,38.75,257.78,0.194268043086777,313.8920131
1225.53,0.363872,38.75,257.78,0.194268043086777,313.8920131
1235.1,0.366724,38.75,257.78,0.194268043086777,313.8920131
1244.68,0.368373,38.75,257.78,0.194268043086777,313.8920131
1254.25,0.367546,38.75,257.78,0.194268043086777,313.8920131
1263.82,0.374048,38.75,257.78,0.194268043086777,313.8920131
1273.39,0.374409,38.75,257.78,0.194268043086777,313.8920131
1282.97,0.380324,38.75,257.78,0.194268043086777,313.8920131
1292.54,0.380872,38.75,257.78,0.194268043086777,313.8920131
1302.11,0.384732,38.75,257.78,0.194268043086777,313.8920131
1311.68,0.38633,38.75,257.78,0.194268043086777,313.8920131
1321.26,0.387273,38.75,257.78,0.194268043086777,313.8920131
1330.83,0.392354,38.75,257.78,0.194268043086777,313.8920131
1340.4,0.39693,38.75,257.78,0.194268043086777,313.8920131
1349.97,0.402716,38.75,257.78,0.194268043086777,313.8920131
1359.55,0,38.75,257.78,0.194268043086777,313.8920131
1369.12,0,38.75,257.78,0.194268043086777,313.8920131
1378.69,0,38.75,257.78,0.194268043086777,313.8920131
1388.26,0,38.75,257.78,0.194268043086777,313.8920131
1397.84,0,38.75,257.78,0.194268043086777,313.8920131
1407.41,0,38.75,257.78,0.194268043086777,313.8920131
1416.98,0,38.75,257.78,0.194268043086777,313.8920131
1426.55,0.215006,38.75,257.78,0.194268043086777,313.8920131
1436.12,0.283948,38.75,257.78,0.194268043086777,313.8920131
1445.7,0.322281,38.75,257.78,0.194268043086777,313.8920131
1455.27,0.341021,38.75,257.78,0.194268043086777,313.8920131
1464.84,0.34976,38.75,257.78,0.194268043086777,313.8920131
1474.41,0.338506,38.75,257.78,0.194268043086777,313.8920131
1483.99,0.351643,38.75,257.78,0.194268043086777,313.8920131
1493.56,0.357233,38.75,257.78,0.194268043086777,313.8920131
1503.13,0.366399,38.75,257.78,0.194268043086777,313.8920131
1512.7,0.371384,38.75,257.78,0.194268043086777,313.8920131
1522.28,0.376768,38.75,257.78,0.194268043086777,313.8920131
1531.85,0.380698,38.75,257.78,0.194268043086777,313.8920131
1541.42,0.387634,38.75,257.78,0.194268043086777,313.8920131
1550.99,0.391092,38.75,257.78,0.194268043086777,313.8920131
1560.57,0.396998,38.75,257.78,0.194268043086777,313.8920131
1570.14,0.400595,38.75,257.78,0.194268043086777,313.8920131
1579.71,0.402221,38.75,257.78,0.194268043086777,313.8920131
1589.28,0.404392,38.75,257.78,0.194268043086777,313.8920131
1598.86,0.4049,38.75,257.78,0.194268043086777,313.8920131
1608.43,0.405299,38.75,257.78,0.194268043086777,313.8920131
1618,0.406511,38.75,257.78,0.194268043086777,313.8920131
1627.57,0.405268,38.75,257.78,0.194268043086777,313.8920131
1637.15,0.40018,38.75,257.78,0.194268043086777,313.8920131
1646.72,0.392005,38.75,257.78,0.194268043086777,313.8920131
1656.29,0.392416,38.75,257.78,0.194268043086777,313.8920131
1665.86,0.423429,38.75,257.78,0.194268043086777,313.8920131
1675.44,0.436276,38.75,257.78,0.194268043086777,313.8920131
1685.01,0.430533,38.75,257.78,0.194268043086777,313.8920131
1694.58,0.427672,38.75,257.78,0.194268043086777,313.8920131
1704.15,0.419099,38.75,257.78,0.194268043086777,313.8920131
1713.73,0.417746,38.75,257.78,0.194268043086777,313.8920131
1723.3,0.420559,38.75,257.78,0.194268043086777,313.8920131
1732.87,0.422557,38.75,257.78,0.194268043086777,313.8920131
1742.44,0.421551,38.75,257.78,0.194268043086777,313.8920131
1752.02,0.417372,38.75,257.78,0.194268043086777,313.8920131
1761.59,0.419194,38.75,257.78,0.194268043086777,313.8920131
1771.16,0.421908,38.75,257.78,0.194268043086777,313.8920131
1780.73,0.423497,38.75,257.78,0.194268043086777,313.8920131
1790.31,0.428345,38.75,257.78,0.194268043086777,313.8920131
1799.88,0.422647,38.75,257.78,0.194268043086777,313.8920131
1809.45,0.036262,38.75,257.78,0.194268043086777,313.8920131
1819.02,0,38.75,257.78,0.194268043086777,313.8920131
1828.6,0,38.75,257.78,0.194268043086777,313.8920131
1838.17,0,38.75,257.78,0.194268043086777,313.8920131
1847.74,0,38.75,257.78,0.194268043086777,313.8920131
1857.31,0,38.75,257.78,0.194268043086777,313.8920131
1866.89,0,38.75,257.78,0.194268043086777,313.8920131
1876.46,0,38.75,257.78,0.194268043086777,313.8920131
1886.03,0,38.75,257.78,0.194268043086777,313.8920131
1895.6,0,38.75,257.78,0.194268043086777,313.8920131
1905.18,0,38.75,257.78,0.194268043086777,313.8920131
1914.75,0,38.75,257.78,0.194268043086777,313.8920131
1924.32,0,38.75,257.78,0.194268043086777,313.8920131
1933.89,0,38.75,257.78,0.194268043086777,313.8920131
1943.47,0,38.75,257.78,0.194268043086777,313.8920131
1953.04,0.03188,38.75,257.78,0.194268043086777,313.8920131
1962.61,0.197731,38.75,257.78,0.194268043086777,313.8920131
1972.18,0.292004,38.75,257.78,0.194268043086777,313.8920131
1981.76,0.309016,38.75,257.78,0.194268043086777,313.8920131
1991.33,0.313693,38.75,257.78,0.194268043086777,313.8920131
2000.9,0.290632,38.75,257.78,0.194268043086777,313.8920131
2010.47,0.294462,38.75,257.78,0.194268043086777,313.8920131
2020.05,0.321198,38.75,257.78,0.194268043086777,313.8920131
2029.62,0.334791,38.75,257.78,0.194268043086777,313.8920131
2039.19,0.339128,38.75,257.78,0.194268043086777,313.8920131
2048.76,0.35181,38.75,257.78,0.194268043086777,313.8920131
2058.34,0.342785,38.75,257.78,0.194268043086777,313.8920131
2067.91,0.346659,38.75,257.78,0.194268043086777,313.8920131
2077.48,0.347774,38.75,257.78,0.194268043086777,313.8920131
2087.05,0.34848,38.75,257.78,0.194268043086777,313.8920131
2096.63,0.34861,38.75,257.78,0.194268043086777,313.8920131
2106.2,0.353835,38.75,257.78,0.194268043086777,313.8920131
2115.77,0.358892,38.75,257.78,0.194268043086777,313.8920131
2125.34,0.362323,38.75,257.78,0.194268043086777,313.8920131
2134.92,0.372753,38.75,257.78,0.194268043086777,313.8920131
2144.49,0.369197,38.75,257.78,0.194268043086777,313.8920131
2154.06,0.370368,38.75,257.78,0.194268043086777,313.8920131
2163.63,0.369133,38.75,257.78,0.194268043086777,313.8920131
2173.21,0.365987,38.75,257.78,0.194268043086777,313.8920131
2182.78,0.368605,38.75,257.78,0.194268043086777,313.8920131
2192.35,0.359872,38.75,257.78,0.194268043086777,313.8920131
2201.92,0.367108,38.75,257.78,0.194268043086777,313.8920131
2211.5,0.361969,38.75,257.78,0.194268043086777,313.8920131
