Wavelength (nm),absorption coefficient,relative refractive index
2230.639893,20.3406635363,1.28343336431
2240.209961,20.6670536532,1.282761215
2249.790039,21.0848689344,1.28200070065
2259.360107,21.7331208738,1.28122790819
2268.929932,22.5145395164,1.2805061967
2278.5,23.406818805,1.27968800422
2288.080078,24.5371515227,1.27891722693
2297.649902,25.8040624416,1.27806402132
2307.219971,27.2055054606,1.27721964714
2316.790039,28.9625507911,1.27632512827
2326.370117,30.7399318891,1.27544539906
2335.939941,32.638617812,1.27454904541
2345.51001,35.772865114,1.27363463242
2355.080078,37.3923556969,1.27261916528
2364.659912,39.6078731465,1.2715684738
2374.22998,42.2216161859,1.27054559231
2383.800049,44.9047910033,1.26949427587
2393.370117,48.0097526619,1.26845144009
2402.949951,51.4400862455,1.26731400181
2412.52002,54.7648589339,1.26613686343
