2.420566146999999901e+01,2.390267166260814236e+01,7.649194277768143202e+00
2.410377606000000128e+01,2.387609059301583869e+01,4.948937733819285256e+00
2.400609212000000170e+01,2.390299662261715241e+01,3.331762232615577357e+00
2.337692347999999853e+01,2.351872335301050043e+01,3.803593027616317013e+00
2.300719499999999940e+01,2.387539612332798811e+01,3.691096743344277176e+00
2.211333438000000129e+01,2.239164601771619090e+01,3.386340437360871647e+00
2.161125991000000113e+01,2.058916986000178895e+01,2.799927658720540613e+00
1.136494931999999913e+01,1.144576729610079724e+01,1.540688084569157512e+00
1.100467412000000067e+01,1.152981734003623515e+01,1.462184634833844532e+00
1.035869965000000015e+01,9.955103496912290240e+00,1.662993144228331444e+00
1.008035291999999927e+01,1.029234322816317260e+01,1.831162856694305896e+00
9.506853632000000331e+00,8.840220117397990407e+00,1.979588543128079969e+00
9.209600335999999388e+00,9.064226012677403688e+00,1.821264930242147750e+00
8.310487894999999625e+00,8.013852594256727357e+00,2.045480246051999185e+00
7.342051363000000386e+00,8.666751844786761083e+00,2.222729214419529420e+00
3.943070216999999822e+00,4.543409342558775599e+00,3.142650790362626623e+00
3.429441730999999827e+00,3.069501429044526830e+00,3.491404106051529954e+00
2.993540255000000094e+00,2.189761514084037852e+00,3.564230870410440843e+00
2.650070899999999785e+00,2.189761514084037852e+00,3.603869539333079963e+00
