3.055552137999999829e+01,2.929754579517739899e+01,3.656027205522490053e+00
2.987265457000000168e+01,2.929754579396304237e+01,3.764293094004439233e+00
2.940510611999999924e+01,2.929754579521226532e+01,3.552803292784266098e+00
2.856967086999999950e+01,2.929754579521478774e+01,3.512673975889827549e+00
2.791264225999999837e+01,2.929754579521474511e+01,3.513402496853278656e+00
2.415872038999999916e+01,2.409399535339795051e+01,1.126920159809514210e+01
2.389480160000000097e+01,2.464209383848073642e+01,1.101349898807460015e+01
2.355582898000000114e+01,2.305436121184396470e+01,1.079250707647019425e+01
2.280652106999999873e+01,2.168803590197540032e+01,1.031982325949857682e+01
2.233035989000000043e+01,2.191816879559105047e+01,1.010606082259837990e+01
2.164626269000000036e+01,2.158452375725926586e+01,1.024843402751973898e+01
2.129744694000000038e+01,2.176517595408475003e+01,1.008191636811503322e+01
2.073946477999999871e+01,2.009046352188386564e+01,1.043585949870263363e+01
1.503045217000000022e+01,1.635525263161404297e+01,9.488347287013747078e+00
1.346539525999999931e+01,1.396624466932129671e+01,9.225778323595848818e+00
1.250815133999999951e+01,1.357554712402189345e+01,9.050007763928164195e+00
1.092094739999999931e+01,1.004424088602660348e+01,9.089488057536401655e+00
9.760689019000000854e+00,8.956693996622036025e+00,8.993194045138929837e+00
