1.779338106999999880e+01,1.654623128973107882e+01,2.505258866565958975e+00
1.728789601000000076e+01,1.654623121550321230e+01,2.251583731455241377e+00
1.675629168000000035e+01,1.654623103090080960e+01,2.278401214669245611e+00
1.610330946999999924e+01,1.654623129377253932e+01,2.044824078205270013e+00
1.507082935999999940e+01,1.654549998845219250e+01,2.185792991660856721e+00
1.040776817999999970e+01,1.189638835809850548e+01,2.317417377435160741e+00
1.004517099999999985e+01,7.663489890904188861e+00,1.648453430474337678e+00
9.502811664999999408e+00,7.112198672079438566e+00,1.451706231730591101e+00
8.922041606000000513e+00,7.146686730634280948e+00,2.353719901927008085e+00
8.204529391999999532e+00,7.073247827246984976e+00,1.386731580583279388e+00
7.391758595999999848e+00,5.450105925152970876e+00,1.426791763051815654e+00
6.877054972999999904e+00,5.450105925152970876e+00,1.636662129606322180e+00
6.525212794999999844e+00,6.652529801144663857e+00,1.479903726898351479e+00
4.893525488999999951e+00,5.450105925152970876e+00,1.570578400406265729e+00
4.469471161000000414e+00,5.450105925152970876e+00,1.577840407316088100e+00
4.165258274000000149e+00,5.884813326722217575e+00,1.537797233317098167e+00
3.759641090000000130e+00,5.450105925152970876e+00,1.505295174973148464e+00
1.521064438000000019e+00,6.528594607350186152e+00,1.663602173228247549e+00
